date,longitude,latitude,Elevation,Rain,T2M,CLOUD_AMT,RH2M,ALLSKY_SFC_SW_DWN
20220928,89.73,27.91,4692.71,0.98,3.85,69.48,91.74,13.53
20220929,89.73,27.91,4692.71,0.79,3.88,83.57,90.95,13.3
20220930,89.73,27.91,4692.71,0.14,4.03,71.56,87.43,12.7
20221001,89.73,27.91,4692.71,0.02,3.95,63.64,87.14,15.15
20221002,89.73,27.91,4692.71,0.53,3.89,85.79,87.05,18.78
20221003,89.73,27.91,4692.71,1.73,4.36,75.88,87.31,16.38
20221004,89.73,27.91,4692.71,5.58,3.47,93.42,92.88,9.31
20221005,89.73,27.91,4692.71,2.01,3.81,79.52,90.84,10.37
20221006,89.73,27.91,4692.71,0.45,3.62,88.19,89.83,9.79
20221007,89.73,27.91,4692.71,0.92,4.36,65.89,91.28,14.52
20221008,89.73,27.91,4692.71,3.26,4.54,74.02,89.72,13.74
20221009,89.73,27.91,4692.71,4.49,3.95,95.14,93.44,11.15
20221010,89.73,27.91,4692.71,1.96,4.05,91.85,90.45,9.7
20221011,89.73,27.91,4692.71,1.95,2.96,86.24,90.48,11.19
20221012,89.73,27.91,4692.71,3.82,1.77,95.75,91.67,8.57
20221013,89.73,27.91,4692.71,0.36,0.73,64.58,84.74,14.21
20221014,89.73,27.91,4692.71,0.0,-0.59,27.95,80.65,21.54
20221015,89.73,27.91,4692.71,0.0,-0.05,20.72,72.26,21.88
20221016,89.73,27.91,4692.71,0.0,-0.25,23.12,80.26,22.18
20221017,89.73,27.91,4692.71,0.0,-0.77,22.13,80.52,21.6
20221018,89.73,27.91,4692.71,0.0,-2.31,24.19,81.02,20.79
20221019,89.73,27.91,4692.71,0.0,-3.6,25.21,83.92,19.67
20221020,89.73,27.91,4692.71,0.0,-3.26,29.58,79.99,19.12
20221021,89.73,27.91,4692.71,0.0,-2.43,20.27,81.83,21.74
20221022,89.73,27.91,4692.71,0.0,-3.54,15.93,65.03,21.68
20221023,89.73,27.91,4692.71,0.0,-3.55,54.03,79.4,18.94
20221024,89.73,27.91,4692.71,2.86,-1.38,79.15,82.9,13.49
20221025,89.73,27.91,4692.71,7.2,-0.3,79.65,89.58,9.05
20221026,89.73,27.91,4692.71,0.67,-1.63,44.15,89.72,12.73
20221027,89.73,27.91,4692.71,0.0,-2.08,55.87,83.09,11.7
20221028,89.73,27.91,4692.71,0.0,-2.06,44.3,88.76,15.64
20221029,89.73,27.91,4692.71,0.0,-1.59,31.33,86.27,19.28
20221030,89.73,27.91,4692.71,0.0,-1.75,18.11,81.73,20.17
20221031,89.73,27.91,4692.71,0.0,-1.9,16.76,85.25,19.86
20221101,89.73,27.91,4692.71,0.0,-1.95,24.53,84.08,18.66
20221102,89.73,27.91,4692.71,0.0,-2.22,29.79,79.64,19.27
20221103,89.73,27.91,4692.71,0.0,-1.95,33.31,71.05,18.72
20221104,89.73,27.91,4692.71,0.54,-2.16,37.82,58.76,15.7
20221105,89.73,27.91,4692.71,0.03,-2.65,26.01,72.72,18.9
20221106,89.73,27.91,4692.71,0.0,-3.37,31.91,78.51,17.4
20221107,89.73,27.91,4692.71,0.0,-2.5,47.87,84.07,13.64
20221108,89.73,27.91,4692.71,0.0,-1.87,47.36,82.72,15.84
20221109,89.73,27.91,4692.71,0.0,-2.88,37.67,81.0,16.91
20221110,89.73,27.91,4692.71,0.0,-4.58,39.25,78.18,16.79
20221111,89.73,27.91,4692.71,0.16,-5.7,37.45,84.63,15.61
20221112,89.73,27.91,4692.71,0.13,-5.98,52.82,83.67,12.29
20221113,89.73,27.91,4692.71,0.0,-4.58,55.03,81.09,13.83
20221114,89.73,27.91,4692.71,0.0,-4.17,47.27,84.84,14.71
20221115,89.73,27.91,4692.71,0.0,-4.11,37.72,86.49,14.67
20221116,89.73,27.91,4692.71,0.0,-4.67,58.87,86.63,12.73
20221117,89.73,27.91,4692.71,0.0,-5.06,51.57,82.95,10.83
20221118,89.73,27.91,4692.71,0.0,-3.86,39.79,73.73,14.16
20221119,89.73,27.91,4692.71,0.0,-3.26,18.61,76.46,17.21
20221120,89.73,27.91,4692.71,0.0,-3.67,15.13,82.54,17.21
20221121,89.73,27.91,4692.71,0.0,-3.17,16.38,65.32,17.29
20221122,89.73,27.91,4692.71,0.0,-3.02,23.39,64.4,16.48
20221123,89.73,27.91,4692.71,0.0,-3.48,29.93,68.43,15.45
20221124,89.73,27.91,4692.71,0.0,-4.96,21.38,62.63,16.09
20221125,89.73,27.91,4692.71,0.0,-5.3,18.54,55.9,16.78
20221126,89.73,27.91,4692.71,0.0,-3.67,18.1,71.64,16.75
20221127,89.73,27.91,4692.71,0.0,-2.99,20.33,82.28,15.95
20221128,89.73,27.91,4692.71,0.0,-2.98,20.08,80.84,16.49
20221129,89.73,27.91,4692.71,0.0,-3.52,19.15,69.88,16.75
20221130,89.73,27.91,4692.71,0.0,-3.28,24.7,76.75,16.24
20221201,89.73,27.91,4692.71,0.0,-4.53,24.36,73.78,16.51
20221202,89.73,27.91,4692.71,0.0,-3.9,23.21,75.14,16.03
20221203,89.73,27.91,4692.71,0.0,-4.6,25.85,83.29,15.8
20221204,89.73,27.91,4692.71,0.0,-5.28,26.81,71.21,15.73
20221205,89.73,27.91,4692.71,0.0,-5.13,27.5,79.68,15.78
20221206,89.73,27.91,4692.71,0.0,-5.51,36.18,72.03,15.91
20221207,89.73,27.91,4692.71,0.0,-4.85,44.21,74.23,15.43
20221208,89.73,27.91,4692.71,0.0,-4.79,51.94,78.25,14.68
20221209,89.73,27.91,4692.71,0.0,-5.02,37.63,72.95,14.53
20221210,89.73,27.91,4692.71,0.0,-4.77,30.89,65.83,15.14
20221211,89.73,27.91,4692.71,0.0,-4.89,35.05,46.91,14.96
20221212,89.73,27.91,4692.71,0.0,-3.45,36.38,51.09,14.55
20221213,89.73,27.91,4692.71,0.0,-2.87,35.89,50.14,13.75
20221214,89.73,27.91,4692.71,0.0,-4.54,53.04,58.08,11.66
20221215,89.73,27.91,4692.71,0.0,-5.08,58.38,61.81,11.3
20221216,89.73,27.91,4692.71,0.0,-4.84,66.75,56.9,10.35
20221217,89.73,27.91,4692.71,0.0,-5.66,53.53,79.7,10.24
20221218,89.73,27.91,4692.71,0.0,-5.63,56.96,84.33,11.58
20221219,89.73,27.91,4692.71,0.0,-5.72,70.54,81.81,7.86
20221220,89.73,27.91,4692.71,0.03,-5.14,71.15,73.0,9.42
20221221,89.73,27.91,4692.71,0.0,-4.73,64.43,79.44,11.11
20221222,89.73,27.91,4692.71,0.0,-5.92,51.4,66.52,12.59
20221223,89.73,27.91,4692.71,0.0,-7.22,37.89,66.4,13.89
20221224,89.73,27.91,4692.71,0.0,-8.51,49.8,86.51,9.45
20221225,89.73,27.91,4692.71,0.0,-8.87,43.51,80.19,13.16
20221226,89.73,27.91,4692.71,0.0,-9.6,40.49,82.44,12.61
20221227,89.73,27.91,4692.71,0.0,-11.03,37.27,72.66,13.12
20221228,89.73,27.91,4692.71,0.07,-9.7,68.82,60.07,7.3
20221229,89.73,27.91,4692.71,0.03,-8.64,61.29,65.68,7.09
20221230,89.73,27.91,4692.71,0.0,-8.11,76.21,81.08,7.53
20221231,89.73,27.91,4692.71,0.0,-9.48,78.2,85.32,8.53
20230101,89.73,27.91,4692.71,0.0,-9.21,58.94,82.02,9.8
20230102,89.73,27.91,4692.71,0.0,-10.06,54.68,87.72,11.4
20230103,89.73,27.91,4692.71,0.0,-10.33,42.85,80.9,13.27
20230104,89.73,27.91,4692.71,0.0,-11.46,28.94,78.37,13.34
20230105,89.73,27.91,4692.71,0.0,-10.34,22.91,53.46,15.51
20230106,89.73,27.91,4692.71,0.0,-10.73,22.78,57.64,16.07
20230107,89.73,27.91,4692.71,0.0,-9.74,23.84,50.61,16.27
20230108,89.73,27.91,4692.71,0.0,-7.6,22.29,47.66,16.41
20230109,89.73,27.91,4692.71,0.0,-7.83,20.86,57.16,16.29
20230110,89.73,27.91,4692.71,0.0,-8.11,28.57,73.82,15.84
20230111,89.73,27.91,4692.71,0.0,-9.34,21.52,70.32,16.15
20230112,89.73,27.91,4692.71,0.0,-9.84,33.66,86.13,11.4
20230113,89.73,27.91,4692.71,0.0,-9.43,49.84,66.83,13.69
20230114,89.73,27.91,4692.71,0.04,-8.85,48.73,55.03,12.06
20230115,89.73,27.91,4692.71,0.0,-8.63,50.51,61.2,11.86
20230116,89.73,27.91,4692.71,0.0,-10.36,40.37,65.86,13.85
20230117,89.73,27.91,4692.71,0.0,-11.75,30.51,66.5,14.18
20230118,89.73,27.91,4692.71,0.04,-11.84,39.25,68.54,15.01
20230119,89.73,27.91,4692.71,0.0,-9.69,57.9,79.23,12.85
20230120,89.73,27.91,4692.71,0.0,-9.02,40.14,74.73,13.45
20230121,89.73,27.91,4692.71,0.0,-9.09,29.43,55.73,15.69
20230122,89.73,27.91,4692.71,0.0,-8.2,36.61,54.39,15.49
20230123,89.73,27.91,4692.71,0.0,-6.95,35.94,49.38,15.83
20230124,89.73,27.91,4692.71,0.0,-6.36,41.0,52.3,16.28
20230125,89.73,27.91,4692.71,0.0,-5.79,45.01,54.59,16.64
20230126,89.73,27.91,4692.71,0.0,-4.74,61.71,62.47,15.3
20230127,89.73,27.91,4692.71,0.0,-4.87,35.89,58.98,16.01
20230128,89.73,27.91,4692.71,0.0,-4.64,32.26,54.82,15.55
20230129,89.73,27.91,4692.71,0.0,-3.92,25.05,64.66,15.78
20230130,89.73,27.91,4692.71,0.0,-3.63,33.55,68.14,17.06
20230131,89.73,27.91,4692.71,0.0,-5.44,32.5,69.56,14.17
20230201,89.73,27.91,4692.71,0.0,-9.08,29.8,62.8,18.95
20230202,89.73,27.91,4692.71,0.0,-8.87,27.51,56.77,18.63
20230203,89.73,27.91,4692.71,0.0,-7.55,29.5,75.1,17.27
20230204,89.73,27.91,4692.71,0.0,-7.5,55.38,78.33,10.39
20230205,89.73,27.91,4692.71,0.0,-6.97,52.74,75.86,10.18
20230206,89.73,27.91,4692.71,0.0,-7.06,48.58,76.18,10.01
20230207,89.73,27.91,4692.71,0.26,-9.22,60.85,78.42,8.01
20230208,89.73,27.91,4692.71,0.3,-8.77,59.93,77.31,9.86
20230209,89.73,27.91,4692.71,0.7,-7.38,67.13,78.38,5.81
20230210,89.73,27.91,4692.71,0.17,-6.06,60.46,61.12,8.74
20230211,89.73,27.91,4692.71,0.01,-6.36,45.9,63.01,16.08
20230212,89.73,27.91,4692.71,0.03,-9.31,46.07,73.46,18.61
20230213,89.73,27.91,4692.71,0.0,-9.11,42.81,52.24,19.54
20230214,89.73,27.91,4692.71,0.0,-4.73,57.33,39.51,18.04
20230215,89.73,27.91,4692.71,0.02,-4.86,84.12,44.0,10.91
20230216,89.73,27.91,4692.71,0.01,-6.35,63.66,62.43,11.94
20230217,89.73,27.91,4692.71,0.0,-4.85,52.01,62.92,18.06
20230218,89.73,27.91,4692.71,0.0,-2.85,51.81,64.12,18.15
20230219,89.73,27.91,4692.71,0.08,-2.44,80.0,66.74,12.91
20230220,89.73,27.91,4692.71,0.3,-2.79,82.42,76.05,11.75
20230221,89.73,27.91,4692.71,0.1,-3.8,67.37,81.79,8.06
20230222,89.73,27.91,4692.71,1.3,-6.2,39.26,80.39,12.65
20230223,89.73,27.91,4692.71,0.17,-6.95,59.32,82.56,12.66
20230224,89.73,27.91,4692.71,0.14,-6.97,42.91,73.5,15.64
20230225,89.73,27.91,4692.71,0.46,-7.26,46.56,78.14,10.53
20230226,89.73,27.91,4692.71,0.57,-8.43,44.27,86.86,12.49
20230227,89.73,27.91,4692.71,0.04,-8.51,55.92,85.81,9.3
20230228,89.73,27.91,4692.71,0.01,-7.8,64.05,77.41,11.74
20230301,89.73,27.91,4692.71,0.08,-6.37,42.37,73.43,14.26
20230302,89.73,27.91,4692.71,0.36,-6.2,73.81,75.81,9.89
20230303,89.73,27.91,4692.71,0.35,-5.43,55.3,75.32,12.33
20230304,89.73,27.91,4692.71,0.09,-5.2,64.49,83.75,11.76
20230305,89.73,27.91,4692.71,0.08,-4.61,63.24,78.49,12.72
20230306,89.73,27.91,4692.71,1.46,-5.61,56.46,83.99,12.49
20230307,89.73,27.91,4692.71,0.02,-5.79,35.93,74.69,19.6
20230308,89.73,27.91,4692.71,0.0,-5.53,62.5,73.33,14.62
20230309,89.73,27.91,4692.71,0.0,-7.12,37.98,76.28,15.41
20230310,89.73,27.91,4692.71,0.0,-5.9,42.2,74.52,18.44
20230311,89.73,27.91,4692.71,1.89,-5.98,53.99,77.05,17.07
20230312,89.73,27.91,4692.71,0.45,-4.62,58.99,71.39,18.15
20230313,89.73,27.91,4692.71,0.23,-5.18,62.93,78.71,17.45
20230314,89.73,27.91,4692.71,3.52,-5.35,70.63,85.97,8.22
20230315,89.73,27.91,4692.71,5.25,-7.22,77.58,85.88,9.27
20230316,89.73,27.91,4692.71,2.43,-5.6,82.9,82.7,13.07
20230317,89.73,27.91,4692.71,1.13,-6.34,84.85,83.22,9.93
20230318,89.73,27.91,4692.71,0.56,-6.04,91.06,86.98,14.2
20230319,89.73,27.91,4692.71,5.96,-5.67,98.07,90.33,3.77
20230320,89.73,27.91,4692.71,9.05,-6.62,92.62,93.11,9.65
20230321,89.73,27.91,4692.71,2.78,-7.37,80.06,93.15,9.96
20230322,89.73,27.91,4692.71,1.93,-7.36,88.58,89.81,12.97
20230323,89.73,27.91,4692.71,3.88,-7.54,67.42,84.98,10.3
20230324,89.73,27.91,4692.71,1.05,-6.65,64.95,86.01,11.52
20230325,89.73,27.91,4692.71,0.16,-5.09,57.96,83.41,10.94
20230326,89.73,27.91,4692.71,0.85,-4.57,61.43,84.62,16.13
20230327,89.73,27.91,4692.71,3.94,-6.94,63.6,83.03,19.67
20230328,89.73,27.91,4692.71,2.11,-7.63,57.03,84.02,17.4
20230329,89.73,27.91,4692.71,1.0,-7.06,52.79,83.14,16.23
20230330,89.73,27.91,4692.71,0.65,-6.12,75.38,79.81,8.6
20230331,89.73,27.91,4692.71,5.86,-4.99,72.11,86.35,10.28
20230401,89.73,27.91,4692.71,2.71,-7.37,83.71,90.47,8.69
20230402,89.73,27.91,4692.71,0.84,-7.23,66.45,88.64,13.31
20230403,89.73,27.91,4692.71,2.33,-5.39,61.81,83.0,14.82
20230404,89.73,27.91,4692.71,1.11,-4.88,54.58,86.61,8.48
20230405,89.73,27.91,4692.71,0.46,-4.82,32.75,81.96,19.29
20230406,89.73,27.91,4692.71,1.87,-4.66,46.72,80.54,16.09
20230407,89.73,27.91,4692.71,0.05,-4.26,36.31,75.44,20.92
20230408,89.73,27.91,4692.71,0.0,-2.91,65.87,77.58,21.13
20230409,89.73,27.91,4692.71,1.33,-2.64,57.1,77.79,21.83
20230410,89.73,27.91,4692.71,1.81,-3.62,47.21,76.92,21.18
20230411,89.73,27.91,4692.71,0.02,-2.93,26.33,76.32,23.83
20230412,89.73,27.91,4692.71,0.0,-1.86,33.72,75.03,22.41
20230413,89.73,27.91,4692.71,0.15,-0.86,32.89,72.95,22.43
20230414,89.73,27.91,4692.71,0.11,0.18,70.38,76.28,20.25
20230415,89.73,27.91,4692.71,0.03,-0.48,91.59,79.61,16.55
20230416,89.73,27.91,4692.71,2.85,-0.61,58.04,78.02,17.13
20230417,89.73,27.91,4692.71,0.57,-0.51,24.37,77.53,23.72
20230418,89.73,27.91,4692.71,0.41,0.4,56.52,77.14,22.35
20230419,89.73,27.91,4692.71,0.91,-0.02,64.61,77.34,18.64
20230420,89.73,27.91,4692.71,1.22,-0.34,71.27,79.06,15.84
20230421,89.73,27.91,4692.71,5.23,-2.09,77.18,75.94,14.13
20230422,89.73,27.91,4692.71,3.31,-3.92,78.04,80.28,15.94
20230423,89.73,27.91,4692.71,0.61,-3.93,80.13,82.56,19.46
20230424,89.73,27.91,4692.71,0.22,-2.87,47.88,80.75,19.73
20230425,89.73,27.91,4692.71,0.01,-3.65,66.54,82.07,13.99
20230426,89.73,27.91,4692.71,0.64,-1.86,77.1,81.67,18.31
20230427,89.73,27.91,4692.71,0.26,-1.29,77.93,79.95,12.11
20230428,89.73,27.91,4692.71,2.34,-0.63,82.31,76.43,15.04
20230429,89.73,27.91,4692.71,3.79,-0.66,96.06,85.03,14.03
20230430,89.73,27.91,4692.71,1.03,-1.12,98.01,85.84,12.58
20230501,89.73,27.91,4692.71,1.21,-1.63,91.27,85.45,9.56
20230502,89.73,27.91,4692.71,0.71,-1.58,72.42,84.05,10.11
20230503,89.73,27.91,4692.71,1.21,-1.17,90.35,84.26,13.47
20230504,89.73,27.91,4692.71,0.49,-0.35,76.51,84.86,11.92
20230505,89.73,27.91,4692.71,1.39,-0.2,35.81,76.63,22.42
20230506,89.73,27.91,4692.71,0.95,0.18,53.7,80.18,18.5
20230507,89.73,27.91,4692.71,0.97,-0.49,56.73,84.25,11.07
20230508,89.73,27.91,4692.71,3.68,-0.19,67.59,83.18,17.29
20230509,89.73,27.91,4692.71,1.49,-2.18,40.0,77.19,22.37
20230510,89.73,27.91,4692.71,0.79,-3.21,30.8,76.72,26.51
20230511,89.73,27.91,4692.71,0.68,-3.96,35.91,73.19,27.36
20230512,89.73,27.91,4692.71,0.33,-1.31,54.42,73.99,15.7
20230513,89.73,27.91,4692.71,0.0,0.66,48.67,63.66,27.62
20230514,89.73,27.91,4692.71,0.58,1.14,65.28,79.5,22.05
20230515,89.73,27.91,4692.71,1.02,1.17,58.05,82.87,14.13
20230516,89.73,27.91,4692.71,2.79,0.74,71.3,80.65,11.47
20230517,89.73,27.91,4692.71,2.58,1.56,89.78,81.02,10.12
20230518,89.73,27.91,4692.71,1.31,1.99,62.73,80.47,12.29
20230519,89.73,27.91,4692.71,1.55,1.97,59.17,83.65,12.73
20230520,89.73,27.91,4692.71,3.34,1.07,56.81,79.95,14.85
20230521,89.73,27.91,4692.71,0.3,0.83,71.29,80.96,14.64
20230522,89.73,27.91,4692.71,0.71,3.11,59.64,67.74,17.51
20230523,89.73,27.91,4692.71,1.3,1.38,79.02,71.14,10.43
20230524,89.73,27.91,4692.71,0.42,2.28,53.31,76.06,19.09
20230525,89.73,27.91,4692.71,4.7,2.33,71.85,85.05,11.3
20230526,89.73,27.91,4692.71,3.8,1.16,62.77,83.43,18.26
20230527,89.73,27.91,4692.71,1.1,0.25,58.8,82.69,9.4
20230528,89.73,27.91,4692.71,0.14,1.39,54.15,83.64,16.35
20230529,89.73,27.91,4692.71,0.0,4.08,52.68,81.31,20.85
20230530,89.73,27.91,4692.71,0.0,4.71,42.44,80.15,26.52
20230531,89.73,27.91,4692.71,0.23,5.25,65.81,76.87,26.74
20230601,89.73,27.91,4692.71,0.27,4.14,71.86,80.6,24.2
20230602,89.73,27.91,4692.71,0.63,3.58,34.74,78.31,24.1
20230603,89.73,27.91,4692.71,0.1,2.07,56.12,77.89,18.8
20230604,89.73,27.91,4692.71,0.42,3.66,56.71,79.26,20.98
20230605,89.73,27.91,4692.71,0.01,3.72,39.04,80.29,23.53
20230606,89.73,27.91,4692.71,0.5,2.47,44.01,77.41,17.8
20230607,89.73,27.91,4692.71,0.02,3.42,44.26,78.83,24.78
20230608,89.73,27.91,4692.71,0.73,4.71,83.55,84.42,18.16
20230609,89.73,27.91,4692.71,1.45,5.06,93.46,85.18,17.1
20230610,89.73,27.91,4692.71,1.58,5.72,83.12,84.82,13.63
20230611,89.73,27.91,4692.71,3.64,6.2,55.62,82.13,22.8
20230612,89.73,27.91,4692.71,2.87,6.43,78.25,84.98,12.25
20230613,89.73,27.91,4692.71,4.12,6.18,64.61,84.94,12.77
20230614,89.73,27.91,4692.71,7.63,6.25,85.21,87.77,10.29
20230615,89.73,27.91,4692.71,10.43,5.88,91.8,85.76,9.0
20230616,89.73,27.91,4692.71,5.72,5.16,86.66,85.97,8.6
20230617,89.73,27.91,4692.71,7.77,5.94,68.71,82.19,12.63
20230618,89.73,27.91,4692.71,5.32,6.53,93.24,83.69,10.8
20230619,89.73,27.91,4692.71,8.65,5.93,96.02,87.45,11.1
20230620,89.73,27.91,4692.71,7.5,6.83,88.51,84.69,8.81
20230621,89.73,27.91,4692.71,12.14,6.69,97.61,84.73,11.01
20230622,89.73,27.91,4692.71,1.63,8.03,54.71,68.5,20.88
20230623,89.73,27.91,4692.71,0.15,8.95,66.86,65.33,21.26
20230624,89.73,27.91,4692.71,0.06,8.76,67.87,68.14,20.11
20230625,89.73,27.91,4692.71,0.97,7.43,71.48,79.58,20.76
20230626,89.73,27.91,4692.71,2.28,6.27,60.0,80.09,21.99
20230627,89.73,27.91,4692.71,5.09,6.05,70.13,84.71,17.54
20230628,89.73,27.91,4692.71,6.59,6.19,90.2,86.2,13.91
20230629,89.73,27.91,4692.71,7.22,6.52,88.0,85.52,14.78
20230630,89.73,27.91,4692.71,3.08,6.51,93.81,87.89,13.11
20230701,89.73,27.91,4692.71,3.81,6.82,79.75,87.94,13.31
20230702,89.73,27.91,4692.71,2.93,7.15,88.9,89.2,13.87
20230703,89.73,27.91,4692.71,8.09,7.23,91.16,87.67,12.15
20230704,89.73,27.91,4692.71,4.52,6.25,86.34,88.87,12.29
20230705,89.73,27.91,4692.71,2.58,6.57,83.47,86.33,13.34
20230706,89.73,27.91,4692.71,3.4,6.61,87.33,86.93,16.37
20230707,89.73,27.91,4692.71,4.7,5.9,79.47,89.65,14.32
20230708,89.73,27.91,4692.71,3.68,7.46,86.17,88.3,17.27
20230709,89.73,27.91,4692.71,2.69,7.17,90.51,88.03,17.19
20230710,89.73,27.91,4692.71,5.52,8.01,94.19,88.82,13.56
20230711,89.73,27.91,4692.71,4.36,7.93,94.83,90.93,17.11
20230712,89.73,27.91,4692.71,8.26,7.35,82.49,89.8,9.34
20230713,89.73,27.91,4692.71,7.06,6.3,71.88,89.48,9.94
20230714,89.73,27.91,4692.71,8.11,6.14,87.8,92.92,11.52
20230715,89.73,27.91,4692.71,6.57,7.21,61.29,86.59,18.99
20230716,89.73,27.91,4692.71,10.08,5.71,96.35,89.78,12.99
20230717,89.73,27.91,4692.71,13.03,5.96,93.27,88.18,12.79
20230718,89.73,27.91,4692.71,5.23,4.82,87.37,87.89,12.24
20230719,89.73,27.91,4692.71,5.51,6.17,93.67,83.71,17.32
20230720,89.73,27.91,4692.71,3.14,7.57,85.6,80.39,19.36
20230721,89.73,27.91,4692.71,6.1,6.74,68.89,84.77,14.99
20230722,89.73,27.91,4692.71,4.95,6.57,82.26,84.35,18.52
20230723,89.73,27.91,4692.71,4.92,6.52,98.25,87.78,14.94
20230724,89.73,27.91,4692.71,4.62,6.08,89.62,88.05,12.35
20230725,89.73,27.91,4692.71,5.81,5.89,78.97,88.08,11.93
20230726,89.73,27.91,4692.71,5.15,6.55,83.86,86.83,10.77
20230727,89.73,27.91,4692.71,5.49,6.85,95.85,87.3,14.92
20230728,89.73,27.91,4692.71,4.89,6.41,97.04,87.76,11.69
20230729,89.73,27.91,4692.71,4.95,6.6,93.11,86.01,13.55
20230730,89.73,27.91,4692.71,3.73,7.65,83.25,85.01,15.83
20230731,89.73,27.91,4692.71,5.78,7.97,86.97,84.11,18.39
20230801,89.73,27.91,4692.71,6.96,8.19,96.85,85.91,18.47
20230802,89.73,27.91,4692.71,8.24,7.12,95.26,87.4,14.68
20230803,89.73,27.91,4692.71,5.94,5.97,96.89,87.49,15.55
20230804,89.73,27.91,4692.71,11.03,7.0,95.14,88.26,12.74
20230805,89.73,27.91,4692.71,4.42,6.76,86.54,90.18,9.58
20230806,89.73,27.91,4692.71,7.35,6.88,96.95,89.61,12.66
20230807,89.73,27.91,4692.71,7.81,7.16,98.42,89.2,13.42
20230808,89.73,27.91,4692.71,5.76,7.32,97.91,88.89,12.72
20230809,89.73,27.91,4692.71,3.45,7.77,95.06,86.36,12.43
20230810,89.73,27.91,4692.71,1.68,7.81,90.0,88.5,16.02
20230811,89.73,27.91,4692.71,3.35,7.45,93.34,88.6,13.08
20230812,89.73,27.91,4692.71,17.41,7.26,95.39,90.03,12.38
20230813,89.73,27.91,4692.71,13.07,6.11,81.97,92.49,11.61
20230814,89.73,27.91,4692.71,1.54,7.2,92.52,88.53,14.54
20230815,89.73,27.91,4692.71,1.29,7.81,94.16,87.15,18.08
20230816,89.73,27.91,4692.71,6.33,7.64,89.79,86.84,15.33
20230817,89.73,27.91,4692.71,6.56,7.22,82.33,84.95,18.63
20230818,89.73,27.91,4692.71,1.68,6.79,97.44,87.92,17.09
20230819,89.73,27.91,4692.71,0.59,7.74,82.86,88.73,18.96
20230820,89.73,27.91,4692.71,12.67,7.39,86.46,87.82,11.62
20230821,89.73,27.91,4692.71,6.07,7.11,89.78,89.08,10.73
20230822,89.73,27.91,4692.71,9.75,8.26,83.2,84.81,10.05
20230823,89.73,27.91,4692.71,8.76,5.92,92.02,92.23,10.79
20230824,89.73,27.91,4692.71,11.59,5.65,80.6,92.99,9.26
20230825,89.73,27.91,4692.71,10.54,4.13,73.67,93.52,8.39
20230826,89.73,27.91,4692.71,7.3,5.88,93.82,89.27,10.67
20230827,89.73,27.91,4692.71,4.21,5.92,92.73,92.75,12.36
20230828,89.73,27.91,4692.71,1.81,6.53,95.13,89.17,10.72
20230829,89.73,27.91,4692.71,0.62,6.44,47.5,88.61,16.66
20230830,89.73,27.91,4692.71,0.13,7.06,51.85,87.29,19.03
20230831,89.73,27.91,4692.71,1.43,6.9,73.99,86.41,11.97
20230901,89.73,27.91,4692.71,0.73,8.22,73.26,70.76,17.8
20230902,89.73,27.91,4692.71,0.68,7.11,61.23,73.08,19.71
20230903,89.73,27.91,4692.71,2.46,5.4,59.21,83.62,21.67
20230904,89.73,27.91,4692.71,1.42,4.47,53.0,77.45,23.52
20230905,89.73,27.91,4692.71,0.3,4.0,44.88,82.98,23.16
20230906,89.73,27.91,4692.71,1.41,4.46,54.35,83.38,22.2
20230907,89.73,27.91,4692.71,4.74,5.19,89.45,83.44,20.04
20230908,89.73,27.91,4692.71,2.62,5.25,85.68,89.66,13.01
20230909,89.73,27.91,4692.71,0.74,5.49,64.03,90.06,11.89
20230910,89.73,27.91,4692.71,0.17,6.53,67.05,87.27,15.12
20230911,89.73,27.91,4692.71,1.94,6.66,79.62,84.76,15.53
20230912,89.73,27.91,4692.71,1.21,5.25,94.36,85.34,11.52
20230913,89.73,27.91,4692.71,0.49,6.54,58.17,74.2,19.45
20230914,89.73,27.91,4692.71,0.46,7.39,52.98,79.76,20.8
20230915,89.73,27.91,4692.71,0.15,6.68,50.44,78.86,21.77
20230916,89.73,27.91,4692.71,0.07,5.22,36.39,78.85,21.51
20230917,89.73,27.91,4692.71,0.11,4.87,49.87,84.19,20.65
20230918,89.73,27.91,4692.71,0.88,3.95,52.48,84.77,20.91
20230919,89.73,27.91,4692.71,1.82,3.46,71.28,83.58,16.55
20230920,89.73,27.91,4692.71,4.53,5.16,59.19,87.36,15.28
20230921,89.73,27.91,4692.71,4.26,4.6,90.89,89.92,12.58
20230922,89.73,27.91,4692.71,4.3,3.7,84.68,90.53,12.85
20230923,89.73,27.91,4692.71,2.9,3.6,80.7,91.28,12.54
20230924,89.73,27.91,4692.71,6.08,3.28,94.05,92.82,7.11
20230925,89.73,27.91,4692.71,0.55,4.15,72.83,87.01,16.25
20230926,89.73,27.91,4692.71,0.12,4.61,53.07,87.26,17.17
20230927,89.73,27.91,4692.71,0.02,4.79,61.85,87.06,14.74
20230928,89.73,27.91,4692.71,0.0,4.67,58.16,87.75,14.07
20230929,89.73,27.91,4692.71,0.18,4.55,70.47,84.95,17.59
20230930,89.73,27.91,4692.71,3.08,4.45,97.04,89.26,9.15
20231001,89.73,27.91,4692.71,3.47,4.35,97.62,88.84,13.52
20231002,89.73,27.91,4692.71,2.36,4.65,95.51,88.23,13.05
20231003,89.73,27.91,4692.71,3.3,4.07,96.99,88.31,10.24
